id,title,description,link,image_link,availability,price,brand,gtin,identifier_exists,condition,google_product_category,product_type,age_group,gender,color,material,shipping_weight
17514,Räder Lighthouse Porcerlain with - Porcelain Tealight House,"Handcrafted from translucent German porcelain, this elegant lighthouse transforms candlelight into a mesmerising display of warmth and shadow. A timeless piece from Räder's iconic collection that brings poetic ambiance to quiet evenings.",https://www.homeandverse.co.uk/?product=17514,https://cdn.appdmbrands.com/products/17514.jpg,in_stock,29.99 GBP,Räder,4045289175144,yes,new,Home & Garden > Decor > Candles,Home & Garden > Home Decor > Lighting,adult,unisex,White,Porcelain,0.3 kg
92469,Räder Lighthouse ski hut 18x12x13cm - Porcelain Tealight House,"Alpine charm meets German craftsmanship in this porcelain ski hut measuring 18x12x13cm, complete with intricate architectural details that glow warmly when lit. Snow-dusted rooftops and tiny windows create a cosy mountain scene that captures the magic of winter escapes.",https://www.homeandverse.co.uk/?product=92469,https://cdn.appdmbrands.com/products/92469.jpg,in_stock,49.99 GBP,Räder,4045289924698,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Lighting,adult,unisex,White,Porcelain,0.3 kg
14279,Räder Lights heart Set of 2pcs gold Diameter4.5cm Height.4.5cm - German Porcelain Décor,"Capturing light in the shape of love, these two golden porcelain hearts measure 4.5cm each and shimmer with quiet elegance. Scatter them across a tablescape or display together for a touch of German-crafted romance.",https://www.homeandverse.co.uk/?product=14279,https://cdn.appdmbrands.com/products/14279.jpg,in_stock,12.99 GBP,Räder,4045289142795,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Gold,Porcelain,0.3 kg
14280,Räder Lights heart Set of 2pcs silver Diameter4.5cm Height.4.5cm - German Porcelain Décor,"Paired in lustrous silver, these two delicate porcelain hearts catch the light with understated grace. At 4.5cm each, they make a thoughtful token of affection or a shimmering addition to your treasured décor pieces.",https://www.homeandverse.co.uk/?product=14280,https://cdn.appdmbrands.com/products/14280.jpg,in_stock,12.99 GBP,Räder,4045289142801,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
90682,Räder Little brick house 7.5x8x16cm - German Porcelain Décor,"Standing 16cm tall with classic brick detailing, this miniature German porcelain house exudes nostalgic charm and architectural character. Display it alone or cluster with other Räder houses to create your own dreamy streetscape.",https://www.homeandverse.co.uk/?product=90682,https://cdn.appdmbrands.com/products/90682.jpg,in_stock,24.99 GBP,Räder,4045289906823,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
90541,Räder Little light room.Beacon 6x5x9.5cm - German Porcelain Décor,"A tiny beacon of hope measuring 6x5x9.5cm, this porcelain light room guides you home with its soft, ethereal glow. Räder's German artisanship creates maritime romance in miniature, bringing coastal calm to any space.",https://www.homeandverse.co.uk/?product=90541,https://cdn.appdmbrands.com/products/90541.jpg,in_stock,13.95 GBP,Räder,4045289905413,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
90544,Räder Little light room.Shining light 6x5x9.5cm - German Porcelain Décor,"Crafted in Germany from fine porcelain, this miniature light house measures 6x5x9.5cm and casts a warm, enchanting glow through delicately pierced windows. Place a tealight inside to transform any corner into a cosy sanctuary of soft, dancing light.",https://www.homeandverse.co.uk/?product=90544,https://cdn.appdmbrands.com/products/90544.jpg,in_stock,13.95 GBP,Räder,4045289905444,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
89572,Räder Little Light star Diameter5cm Height.4.5cm - German Porcelain Décor,"A delicate porcelain star from German design house Räder, measuring 5cm across and 4.5cm high, designed to hold a tealight and scatter magical light across your festive gatherings. Its fine translucent quality brings an ethereal warmth to winter evenings.",https://www.homeandverse.co.uk/?product=89572,https://cdn.appdmbrands.com/products/89572.jpg,in_stock,6.95 GBP,Räder,4045289895721,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas > Home Décor,adult,unisex,White,Porcelain,0.3 kg
88960,Räder Little nativity set - German Porcelain Décor,"Reimagine the nativity story through Räder's poetic lens with this exquisite porcelain set from Germany. Each figure captures the essence of the Christmas story with understated elegance, bringing a sense of quiet reverence to your seasonal display.",https://www.homeandverse.co.uk/?product=88960,https://cdn.appdmbrands.com/products/88960.jpg,in_stock,22.99 GBP,Räder,4045289889607,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas,adult,unisex,White,Porcelain,0.3 kg
89576,Räder Little winterforest gold Set of 4pcs - German Porcelain Décor,"Four miniature porcelain trees finished in gleaming gold create an enchanting winter forest scene, handcrafted in Germany by Räder. Arrange them together or scatter throughout your home to bring festive woodland magic to your Christmas décor.",https://www.homeandverse.co.uk/?product=89576,https://cdn.appdmbrands.com/products/89576.jpg,in_stock,16.99 GBP,Räder,4045289895769,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas,adult,unisex,Gold,Porcelain,0.3 kg
14343,Räder Love ligths Set of 4pcs Diameter4.5cm Height.4.5cm - German Porcelain Décor,"Spread gentle ambience with this quartet of porcelain tealight holders, each 4.5cm in diameter and height, bearing heartfelt messages of love. Handcrafted in Germany, they cast a soft, romantic glow that transforms everyday moments into something special.",https://www.homeandverse.co.uk/?product=14343,https://cdn.appdmbrands.com/products/14343.jpg,in_stock,21.99 GBP,Räder,4045289143433,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Sage Green,Porcelain,0.3 kg
13802,Räder Love Mini vases Set of 4pcs Diameter3.5cm Height.9cm - German Porcelain Vase,"Four petite porcelain vases, each standing 9cm tall with a 3.5cm diameter, feature embossed messages of love from German maker Räder. Display single stems or delicate blooms to create an intimate grouping that speaks from the heart.",https://www.homeandverse.co.uk/?product=13802,https://cdn.appdmbrands.com/products/13802.jpg,in_stock,22.99 GBP,Räder,4045289138026,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Sage Green,Porcelain,0.3 kg
12613,Räder Love to go- Heart - German Porcelain Décor,"A tactile porcelain heart designed to travel with you, this German-made keepsake from Räder carries warmth wherever it goes. Slip it into a pocket or palm as a gentle reminder of love and connection throughout the day.",https://www.homeandverse.co.uk/?product=12613,https://cdn.appdmbrands.com/products/12613.jpg,in_stock,11.99 GBP,Räder,4045289126139,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
15349,Räder Love vase heart silver Diameter5.5cm H.17cm - German Porcelain Vase,"Standing 17cm tall with a silver-finished heart detail, this elegant porcelain vase from Räder brings German craftsmanship and romantic sentiment together. Its slender form beautifully showcases single stems or small posies with understated grace.",https://www.homeandverse.co.uk/?product=15349,https://cdn.appdmbrands.com/products/15349.jpg,in_stock,14.99 GBP,Räder,4045289153494,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Silver,Porcelain,0.3 kg
15583,Räder Love vases heart gold Diameter5.5cm H.17cm - German Porcelain Vase,"Gleaming gold heart detail adorns this 17cm tall porcelain vase, handcrafted in Germany with Räder's signature poetic sensibility. Its elegant silhouette and lustrous finish make every flower arrangement feel like a gesture of love.",https://www.homeandverse.co.uk/?product=15583,https://cdn.appdmbrands.com/products/15583.jpg,in_stock,14.99 GBP,Räder,4045289155832,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Gold,Porcelain,0.3 kg
15524,Räder Lucky box elephant. Bodyguard 3.5x1.5x2.5cm - German Porcelain Décor,"Nestled inside this charming porcelain box measuring 3.5x1.5x2.5cm sits a tiny elephant, ready to serve as someone's devoted guardian. A thoughtful German-made gift that carries wishes of protection and good fortune in the sweetest form.",https://www.homeandverse.co.uk/?product=15524,https://cdn.appdmbrands.com/products/15524.jpg,in_stock,11.99 GBP,Räder,4045289155245,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Home Décor,adult,unisex,White,Porcelain,0.3 kg
14955,Räder Lucky box frog 4x4x4cm - German Porcelain Décor,"A lucky frog awaits discovery inside this petite 4cm porcelain cube, handcrafted in Germany by Räder. Folklore's beloved symbol of transformation and good fortune makes this an enchanting gift for new beginnings.",https://www.homeandverse.co.uk/?product=14955,https://cdn.appdmbrands.com/products/14955.jpg,in_stock,11.95 GBP,Räder,4045289149558,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Home Décor,adult,unisex,White,Porcelain,0.3 kg
16586,Räder Lucky box Home Sweet Home 4.5x4.5x3.5cm - German Porcelain Décor,Sweet wishes of home and happiness are tucked inside this 4.5x4.5x3.5cm porcelain treasure box from German maker Räder. A heartfelt gift for housewarmings or anyone deserving a gentle reminder that home is where the heart lives.,https://www.homeandverse.co.uk/?product=16586,https://cdn.appdmbrands.com/products/16586.jpg,in_stock,11.99 GBP,Räder,4045289165862,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17746,Räder Lucky Box Memories are made - German Porcelain Décor,Capture precious moments in this German-crafted porcelain box designed to hold small treasures and keepsakes close. Räder's delicate design reminds us that the most beautiful things in life are the memories we make together.,https://www.homeandverse.co.uk/?product=17746,https://cdn.appdmbrands.com/products/17746.jpg,in_stock,11.99 GBP,Räder,4045289177469,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Home Décor,adult,unisex,White,Porcelain,0.3 kg
51474,Räder Lucky Box My little Angel - German Porcelain Décor,"A tiny guardian angel rests within this delicate porcelain box, handcrafted in Germany with Räder's signature poetic touch. Whether for Christmas giving or year-round protection, it carries blessings and comfort in the most enchanting form.",https://www.homeandverse.co.uk/?product=51474,https://cdn.appdmbrands.com/products/51474.jpg,in_stock,11.99 GBP,Räder,4045289514745,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas > Gifts,adult,unisex,White,Porcelain,0.3 kg
17747,"Räder Lucky Box thanks,merci,danke - German Porcelain Décor","Gratitude expressed in three languages adorns this German-made porcelain keepsake box from Räder. A meaningful way to say thank you that transcends words, holding small treasures as lasting reminders of appreciation and thoughtfulness.",https://www.homeandverse.co.uk/?product=17747,https://cdn.appdmbrands.com/products/17747.jpg,in_stock,11.99 GBP,Räder,4045289177476,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17612,Räder Lucky box Wind of Change - German Porcelain Décor,"Embrace change with this poetic porcelain box from German maker Räder, celebrating life's transformative moments. A meaningful gift for new chapters and fresh starts, it holds small treasures and big wishes for the journey ahead.",https://www.homeandverse.co.uk/?product=17612,https://cdn.appdmbrands.com/products/17612.jpg,in_stock,11.99 GBP,Räder,4045289176127,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17845,Räder Lucky Charm Love Peace-Dove - German Porcelain Décor,"Carry a message of peace and love with this delicate porcelain dove charm, handcrafted in Germany by Räder. A gentle talisman to keep close or gift to someone special, embodying hopes for harmony and connection.",https://www.homeandverse.co.uk/?product=17845,https://cdn.appdmbrands.com/products/17845.jpg,in_stock,11.99 GBP,Räder,4045289178459,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts,adult,unisex,Sage Green,Porcelain,0.3 kg
17846,Räder Lucky Charm You are the great - German Porcelain Décor,Celebrate someone extraordinary with this German-crafted porcelain charm carrying an uplifting message of admiration. Räder's delicate craftsmanship transforms simple words into a keepsake that reminds its owner just how remarkable they truly are.,https://www.homeandverse.co.uk/?product=17846,https://cdn.appdmbrands.com/products/17846.jpg,in_stock,11.99 GBP,Räder,4045289178466,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts,adult,unisex,Sage Green,Porcelain,0.3 kg
17441,Räder Lucky Flower Happy Birthday - German Porcelain Décor,"Porcelain petals carry birthday wishes in this charming flower token from German maker Räder, blending botanical beauty with heartfelt sentiment. A keepsake that lasts far longer than cut flowers, bringing joy each time it's rediscovered.",https://www.homeandverse.co.uk/?product=17441,https://cdn.appdmbrands.com/products/17441.jpg,in_stock,9.99 GBP,Räder,4045289174413,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts,adult,unisex,Red,Porcelain,0.3 kg
17443,Räder Lucky Flower Little Piece of - German Porcelain Décor,"Räder captures the feeling of finding something precious in this delicate porcelain flower, handcrafted in Germany with poetic intention. A lasting reminder that life's little pieces of happiness deserve to be treasured and celebrated.",https://www.homeandverse.co.uk/?product=17443,https://cdn.appdmbrands.com/products/17443.jpg,in_stock,9.99 GBP,Räder,4045289174437,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts,adult,unisex,Red,Porcelain,0.3 kg
17124,Räder Lucky keyring pendant clover- leaf 3.2x3.2cm - German Porcelain Décor,"Carry a little luck with you wherever you go with this charming porcelain clover-leaf pendant from Räder. Measuring just 3.2cm, this delicate German-crafted keyring brings a touch of whimsy and good fortune to your everyday essentials.",https://www.homeandverse.co.uk/?product=17124,https://cdn.appdmbrands.com/products/17124.jpg,in_stock,9.99 GBP,Räder,4045289171245,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts,adult,unisex,White,Porcelain,0.3 kg
17275,Räder Magnetic vase good luck - German Porcelain Vase,"Attach this clever magnetic porcelain vase to any metal surface and let fresh blooms or single stems brighten unexpected spaces. A thoughtful creation from German design house Räder, it celebrates life's small moments of serendipity.",https://www.homeandverse.co.uk/?product=17275,https://cdn.appdmbrands.com/products/17275.jpg,in_stock,6.99 GBP,Räder,4045289172754,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17273,Räder Magnetic vase thereÔøΩs sun in every flower 4.4x2.5x1.5cm - German Porcelain Vase,"Celebrate the joy hidden in every petal with this petite magnetic porcelain vase from Räder. At just 4.4 x 2.5cm, it transforms any metal surface into an unexpected home for tiny blooms and botanical treasures.",https://www.homeandverse.co.uk/?product=17273,https://cdn.appdmbrands.com/products/17273.jpg,in_stock,6.99 GBP,Räder,4045289172730,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17348,Räder MAW lightship summer breeze 16.5x8x15cm - German Porcelain Décor,"Set sail into summer with this captivating porcelain lightship from Räder, measuring 16.5 x 8 x 15cm. German craftsmanship captures the essence of seaside serenity in a piece that brings coastal poetry to your home.",https://www.homeandverse.co.uk/?product=17348,https://cdn.appdmbrands.com/products/17348.jpg,in_stock,24.99 GBP,Räder,4045289173485,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17352,Räder MAW spice mill lighthouse H.15.5cm D.5.8cm - Porcelain Tealight House,"Grind your favourite spices with a touch of maritime charm using this porcelain lighthouse spice mill from Räder. At 15.5cm tall, it combines practical functionality with the poetic design aesthetic the German brand is celebrated for.",https://www.homeandverse.co.uk/?product=17352,https://cdn.appdmbrands.com/products/17352.jpg,in_stock,29.99 GBP,Räder,4045289173522,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Lighting,adult,unisex,White,Porcelain,0.3 kg
12666,Räder Measuring jug Do small things great love 120ml - German Porcelain Décor,"Inscribed with the gentle reminder to ""do small things with great love,"" this 120ml porcelain measuring jug from Räder elevates simple kitchen moments. Delicate German craftsmanship transforms an everyday tool into something truly special.",https://www.homeandverse.co.uk/?product=12666,https://cdn.appdmbrands.com/products/12666.jpg,in_stock,12.95 GBP,Räder,4045289126665,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Lighting > Tableware,adult,unisex,White,Porcelain,0.3 kg
63381,Räder Mini card happy birthday - German Porcelain Décor,"Celebrate another trip around the sun with this charming mini card from German design house Räder. A delicate, keepsake-worthy alternative to traditional greetings that captures the joy of birthdays.",https://www.homeandverse.co.uk/?product=63381,https://cdn.appdmbrands.com/products/63381.jpg,in_stock,1.95 GBP,Räder,4045289633811,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Gifts,adult,unisex,White,Porcelain,0.3 kg
92517,Räder Mini King's Light Set of 3pcs - German Porcelain Décor,"Exquisite porcelain trio from Räder featuring the three kings, each piece glowing with LED illumination to create a magical festive tableau. Handcrafted in Germany, these delicate figures bring an atmospheric warmth to your Christmas celebrations.",https://www.homeandverse.co.uk/?product=92517,https://cdn.appdmbrands.com/products/92517.jpg,in_stock,29.99 GBP,Räder,4045289925176,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas > Lighting,adult,unisex,White,Porcelain,0.3 kg
90765,Räder Mini LED Angel of light Design 1. D.5.7cm H.8.2cm - German Porcelain Décor,"Delicate porcelain angel from Räder, standing 8.2cm tall with a gentle LED glow that emanates from within. Handcrafted in Germany, this ethereal figure brings a sense of quiet wonder to festive mantlepieces and windowsills.",https://www.homeandverse.co.uk/?product=90765,https://cdn.appdmbrands.com/products/90765.jpg,in_stock,14.99 GBP,Räder,4045289907653,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas > Home Décor,adult,unisex,White,Porcelain,0.3 kg
89805,Räder Mini light house dreamhouse 6x6x13cm - Porcelain Tealight House,"Räder's iconic porcelain light house in miniature form, measuring 6x6x13cm and designed to cast a dreamy, warm glow. Handcrafted in Germany, each delicate cutout transforms candlelight into dancing patterns across your walls.",https://www.homeandverse.co.uk/?product=89805,https://cdn.appdmbrands.com/products/89805.jpg,in_stock,16.99 GBP,Räder,4045289898050,yes,new,Home & Garden > Decor > Candles,Home & Garden > Home Decor > Lighting,adult,unisex,White,Porcelain,0.3 kg
89802,Räder Mini light house Guesthouse 6x6x13cm - Porcelain Tealight House,"Welcome guests with this charming porcelain guesthouse from Räder's beloved light house collection. At 6x6x13cm, this German-crafted piece features intricate cutwork that casts enchanting shadows when illuminated from within.",https://www.homeandverse.co.uk/?product=89802,https://cdn.appdmbrands.com/products/89802.jpg,in_stock,16.99 GBP,Räder,4045289898029,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Lighting,adult,unisex,White,Porcelain,0.3 kg
89803,Räder Mini light house residential house 6x6x11cm - Porcelain Tealight House,"A cosy residential dwelling from Räder's cherished light house collection, standing at 6x6x11cm in fine German porcelain. Delicate windows and architectural details come alive when candlelight flickers within, creating intimate evening ambience.",https://www.homeandverse.co.uk/?product=89803,https://cdn.appdmbrands.com/products/89803.jpg,in_stock,16.99 GBP,Räder,4045289898036,yes,new,Home & Garden > Decor > Candles,Home & Garden > Home Decor > Lighting,adult,unisex,White,Porcelain,0.3 kg
89804,Räder Mini light house town halle 6x6x12.5cm - Porcelain Tealight House,"Inspired by traditional German town halls, this 6x6x12.5cm porcelain light house from Räder features elegant architectural detailing. When lit from within, it transforms any space into a magical miniature streetscape.",https://www.homeandverse.co.uk/?product=89804,https://cdn.appdmbrands.com/products/89804.jpg,in_stock,16.99 GBP,Räder,4045289898043,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Lighting,adult,unisex,Red,Porcelain,0.3 kg
92899,Räder Mini Ornament Card - German Porcelain Décor,"A greeting card reimagined by Räder, complete with a delicate porcelain ornament ready to adorn any space. This German-designed piece bridges the moment of giving with years of treasured display.",https://www.homeandverse.co.uk/?product=92899,https://cdn.appdmbrands.com/products/92899.jpg,in_stock,5.99 GBP,Räder,4045289928993,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
15354,Räder Mini paste vases Set of 4pcs Set green D.4cm Height.4.5-8cm - German Porcelain Vase,"Four miniature ceramic vases in soft green tones, each measuring 4cm wide and ranging from 4.5-8cm in height. Crafted by Räder in Germany, these delicate vessels bring botanical charm to intimate spaces and small blooms.",https://www.homeandverse.co.uk/?product=15354,https://cdn.appdmbrands.com/products/15354.jpg,in_stock,19.99 GBP,Räder,4045289153548,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Green,Porcelain,0.3 kg
16610,Räder Mini Pastel vase Set of 4pcs Earthtones. D.4cm H.4.5-8cm - German Porcelain Vase,"Earthy, natural tones define this set of four mini vases from Räder, sized 4cm diameter by 4.5-8cm tall. German-crafted ceramic in warm, grounding hues creates the perfect home for single stems and tiny treasures.",https://www.homeandverse.co.uk/?product=16610,https://cdn.appdmbrands.com/products/16610.jpg,in_stock,19.99 GBP,Räder,4045289166104,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Natural,Porcelain,0.3 kg
14475,Räder Mini Pastel Vases Set of 4pcs Diameter4cm Height.4.5-8cm - German Porcelain Vase,"Soft pastel hues grace this quartet of miniature ceramic vases from Räder, each 4cm wide and 4.5-8cm tall. Arrange together or scatter throughout your home for touches of gentle German-crafted beauty.",https://www.homeandverse.co.uk/?product=14475,https://cdn.appdmbrands.com/products/14475.jpg,in_stock,19.99 GBP,Räder,4045289144751,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
13615,Räder Mini pastel vases Set of 4pcs grey Diameter4cm Height.4.5-8cm - German Porcelain Vase,"Sophisticated grey tones distinguish this set of four mini vases from German design house Räder. Measuring 4cm in diameter and 4.5-8cm in height, these ceramic vessels bring understated elegance to small botanical displays.",https://www.homeandverse.co.uk/?product=13615,https://cdn.appdmbrands.com/products/13615.jpg,in_stock,19.99 GBP,Räder,4045289136152,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Grey,Porcelain,0.3 kg
13614,Räder Mini pastel vases Set of 4pcs red Diameter4cm Height.4.5-8cm - German Porcelain Vase,"Warm red undertones bring life to this collection of four miniature Räder vases, each 4cm wide and ranging from 4.5-8cm tall. German-crafted ceramics in rich, inviting hues create intimate moments with single blooms.",https://www.homeandverse.co.uk/?product=13614,https://cdn.appdmbrands.com/products/13614.jpg,in_stock,19.99 GBP,Räder,4045289136145,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
12927,Räder Mini Vase Set of 4 pcs Height.4 -8cm. Diameter4 -5cm - German Porcelain Vase,"Four perfectly proportioned porcelain mini vases from Räder, each between 4 and 8cm tall, bring German craftsmanship to your smallest floral arrangements. Group them together for impact or scatter throughout your space to create gentle moments of beauty.",https://www.homeandverse.co.uk/?product=12927,https://cdn.appdmbrands.com/products/12927.jpg,in_stock,17.99 GBP,Räder,4045289129277,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
14277,Räder Mini vases heart Set of 2pcs silver Diameter3.5cm Height.9cm - German Porcelain Vase,"Silver-touched porcelain hearts form this pair of mini vases from Räder, each standing 9cm high with a dainty 3.5cm diameter. German craftsmanship meets romantic design in these elegant vessels made for your most cherished single stems.",https://www.homeandverse.co.uk/?product=14277,https://cdn.appdmbrands.com/products/14277.jpg,in_stock,12.99 GBP,Räder,4045289142771,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Silver,Porcelain,0.3 kg
17165,Räder mini wall vase dots - German Porcelain Vase,"Mount a moment of beauty on your wall with Räder's porcelain mini vase, featuring a subtle dotted texture that catches the light. Handcrafted in Germany, it transforms a single bloom into living wall art.",https://www.homeandverse.co.uk/?product=17165,https://cdn.appdmbrands.com/products/17165.jpg,in_stock,14.99 GBP,Räder,4045289171658,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17166,Räder mini wall vase heart - German Porcelain Vase,"Räder brings romance to your walls with this heart-adorned porcelain mini vase, designed to hold a single precious stem. Crafted in Germany, it turns any vertical space into an opportunity for botanical beauty.",https://www.homeandverse.co.uk/?product=17166,https://cdn.appdmbrands.com/products/17166.jpg,in_stock,14.99 GBP,Räder,4045289171665,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17714,Räder Mini-Ballvase Heart Gold - German Porcelain Vase,"German porcelain meets romantic design in this spherical mini vase from Räder, featuring a delicate gold heart motif. Its rounded form creates a sweet silhouette that elevates single stems into something truly special.",https://www.homeandverse.co.uk/?product=17714,https://cdn.appdmbrands.com/products/17714.jpg,in_stock,12.99 GBP,Räder,4045289177148,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Gold,Porcelain,0.3 kg
17716,Räder Mini-Ballvase Heart Silver - German Porcelain Vase,"A silver heart adorns this charming ball-shaped mini vase from Räder, crafted in fine German porcelain. Its spherical silhouette and precious metallic detail bring understated elegance to your smallest botanical treasures.",https://www.homeandverse.co.uk/?product=17716,https://cdn.appdmbrands.com/products/17716.jpg,in_stock,12.99 GBP,Räder,4045289177162,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Silver,Porcelain,0.3 kg
16057,Räder Minivase Set of 3pcs - German Porcelain Vase,"Three porcelain mini vases from German design house Räder arrive as a harmonious set, each with its own subtle character. Display them together for a curated vignette or place them throughout your home to create gentle visual echoes.",https://www.homeandverse.co.uk/?product=16057,https://cdn.appdmbrands.com/products/16057.jpg,in_stock,19.99 GBP,Räder,4045289160577,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
16858,Räder miracle garden lantern D.6.5cm H.7cm - German Porcelain Décor,"Candlelight transforms this petite miracle garden lantern into something truly magical, with botanical motifs glowing through fine German porcelain. At 6.5cm wide and 7cm tall, it creates intimate pockets of atmospheric light.",https://www.homeandverse.co.uk/?product=16858,https://cdn.appdmbrands.com/products/16858.jpg,in_stock,9.99 GBP,Räder,4045289168580,yes,new,Home & Garden > Decor > Candles,Home & Garden > Home Decor > Lighting,adult,unisex,White,Porcelain,0.3 kg
17391,Räder miracle garden vase garden D.6.5cm H.10cm - German Porcelain Vase,"Botanical poetry adorns this miracle garden vase from Räder, standing 10cm tall with a 6.5cm diameter in fine German porcelain. Garden-inspired motifs wrap around its surface, bringing nature's delicate beauty indoors.",https://www.homeandverse.co.uk/?product=17391,https://cdn.appdmbrands.com/products/17391.jpg,in_stock,14.99 GBP,Räder,4045289173911,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
17392,Räder miracle garden vase nature D.6.5cm H.14cm - German Porcelain Vase,"Standing 14cm tall, this nature-themed miracle garden vase from Räder features delicate botanical illustrations on pristine German porcelain. Its 6.5cm diameter provides the perfect vessel for garden-gathered stems and wildflower arrangements.",https://www.homeandverse.co.uk/?product=17392,https://cdn.appdmbrands.com/products/17392.jpg,in_stock,17.99 GBP,Räder,4045289173928,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
15066,Räder Mix & Match butter dish 13x6x10cm - German Porcelain Décor,"Butter stays fresh and looks beautiful in this Mix & Match porcelain dish from Räder, measuring 13 by 6 by 10cm. German craftsmanship meets everyday functionality in this elegant tabletop essential with its thoughtfully designed lid.",https://www.homeandverse.co.uk/?product=15066,https://cdn.appdmbrands.com/products/15066.jpg,in_stock,32.99 GBP,Räder,4045289150660,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Tableware,adult,unisex,White,Porcelain,0.3 kg
