id,title,description,link,image_link,availability,price,brand,gtin,condition,product_type,shipping_weight
17214,Rader Knit vase large | Räder,"Standing tall with Räder's distinctive knit-textured surface, this generous porcelain vase makes a striking statement with or without blooms. German-crafted and endlessly versatile, it brings sculptural warmth to mantels, tables, and windowsills.",https://www.homeandverse.co.uk/?product=17214,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17214.jpg",in_stock,57.95 GBP,Räder,4045289172143,new,Home & Garden > Home Decor > Home Décor,0.5 kg
92545,Rader Lamp Dots D.16cm H.27cm.E14 | Räder,"Delicate dots punctuate the surface of this 27cm tall porcelain table lamp, allowing light to spill through in a mesmerising pattern. Measuring 16cm in diameter with an E14 fitting, it's pure Räder magic—atmospheric German design at its finest.",https://www.homeandverse.co.uk/?product=92545,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92545.jpg",in_stock,66.95 GBP,Räder,4045289925459,new,Home & Garden > Home Decor > Lighting,0.5 kg
16795,Rader Lantern large | Räder,"Generous in scale, this Räder lantern transforms candlelight into something magical through its translucent porcelain walls. A statement piece of German craftsmanship that brings atmospheric warmth to hallways, living spaces, and outdoor gatherings.",https://www.homeandverse.co.uk/?product=16795,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/16795.jpg",in_stock,37.95 GBP,Räder,4045289167958,new,Home & Garden > Home Decor > Lighting,0.5 kg
16731,Rader Large bowl birds D.35.5cm H.10cm | Räder,"Graceful birds take flight across this generous 35.5cm porcelain bowl, standing 10cm tall as a stunning centrepiece. German-crafted by Räder with characteristic delicacy, it elevates fruit, florals, or simply stands alone as sculptural art.",https://www.homeandverse.co.uk/?product=16731,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/16731.jpg",in_stock,216.95 GBP,Räder,4045289167316,new,Home & Garden > Home Decor > Home Décor > Tableware,0.5 kg
90337,Rader Large light house gable roof 11.5x15.5x31.5cm | Räder,"Architectural charm soars in this 31.5cm tall porcelain light house with its distinctive gabled roof. German-crafted by Räder, it transforms any room when candlelit—windows aglow, casting the warmest welcome home.",https://www.homeandverse.co.uk/?product=90337,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90337.jpg",in_stock,66.95 GBP,Räder,4045289903372,new,Home & Garden > Home Decor > Lighting,0.5 kg
90629,Rader Large light house large windows 9x10x30cm | Räder,"Bold windows punctuate this striking 30cm tall porcelain light house, allowing candlelight to pour through dramatically. Räder's iconic German design creates architectural beauty by day and magical illumination by night.",https://www.homeandverse.co.uk/?product=90629,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90629.jpg",in_stock,66.95 GBP,Räder,4045289906298,new,Home & Garden > Home Decor > Lighting,0.5 kg
90338,Rader Large light house pitched roof 12x11x30.5cm | Räder,"Clean Scandinavian lines meet German craftsmanship in this 30.5cm tall porcelain light house with its classic pitched roof. A Räder signature piece that fills with golden warmth when lit, turning ordinary evenings into something special.",https://www.homeandverse.co.uk/?product=90338,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90338.jpg",in_stock,66.95 GBP,Räder,4045289903389,new,Home & Garden > Home Decor > Lighting,0.5 kg
18132,Rader Leather Key holder Heartbeat | Räder,"Soft leather meets German design in this heartbeat-embossed key holder from Räder. A thoughtful departure from their porcelain pieces, it keeps essentials organised while adding a whisper of sentiment to your daily routine.",https://www.homeandverse.co.uk/?product=18132,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/18132.jpg",in_stock,12.95 GBP,Räder,4045289181329,new,Home & Garden > Home Decor > Home Décor,0.5 kg
18133,Rader Leather Key holder Homelover | Räder,"Declare your devotion to domestic bliss with this leather key holder, embossed with 'Homelover' by German designers Räder. Beautifully crafted and quietly meaningful, it turns the everyday ritual of coming home into a small celebration.",https://www.homeandverse.co.uk/?product=18133,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/18133.jpg",in_stock,12.95 GBP,Räder,4045289181336,new,Home & Garden > Home Decor > Home Décor,0.5 kg
14466,Rader LED light pebble Set of 3pcs 8x4cm-11x6cm LR44 | Räder,"Smooth porcelain pebbles ranging from 8cm to 11cm emit a gentle, organic glow in this set of three LED lights from Räder. Scatter them across surfaces to create pools of calming light that evoke the tranquil simplicity of nature.",https://www.homeandverse.co.uk/?product=14466,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/14466.jpg",in_stock,31.95 GBP,Räder,4045289144669,new,Home & Garden > Home Decor > Lighting,0.5 kg
92566,Rader LED Light train Set | Räder,"Charming in its nostalgic detail, this LED train set from Räder brings porcelain carriages to life with soft interior illumination. German-designed with characteristic whimsy, it creates a captivating display that delights guests of all ages.",https://www.homeandverse.co.uk/?product=92566,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92566.jpg",in_stock,66.95 GBP,Räder,4045289925664,new,Home & Garden > Home Decor > Lighting,0.5 kg
89867,Rader LED Mini light fir tree large Diameter4cm Height.11cm | Räder,"Räder's LED fir tree stands 11cm tall in fine porcelain, its delicate form glowing with festive warmth. A charming addition to Christmas tablescapes or windowsills, this German-designed piece captures the magic of evergreens dusted in soft light.",https://www.homeandverse.co.uk/?product=89867,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89867.jpg",in_stock,11.95 GBP,Räder,4045289898678,new,Home & Garden > Home Decor > Christmas > Lighting,0.5 kg
89866,Rader LED Mini light fir tree medium 4x4x9.5cm | Räder,"At 9.5cm tall and 4cm across, this medium porcelain fir tree from Räder's Christmas collection brings gentle LED illumination to intimate spaces. Layer with other sizes to create an enchanting miniature forest scene.",https://www.homeandverse.co.uk/?product=89866,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89866.jpg",in_stock,8.95 GBP,Räder,4045289898661,new,Home & Garden > Home Decor > Christmas > Lighting,0.5 kg
89865,Rader LED Mini light fir tree small Diameter4cm Height.7.5cm | Räder,"Perfectly petite at just 7.5cm tall, this small LED fir tree from Räder brings German-designed charm to the tiniest of spaces. Its warm porcelain glow makes it a delightful accent for shelves, desks, or nestled among festive garlands.",https://www.homeandverse.co.uk/?product=89865,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89865.jpg",in_stock,7.95 GBP,Räder,4045289898654,new,Home & Garden > Home Decor > Christmas > Lighting,0.5 kg
89808,Rader LED Mini light house large 4.5x4.5x7cm | Räder,"Standing 7cm tall with a 4.5cm square base, this large porcelain mini house from Räder glows with inviting LED warmth. Charming cutwork details create the impression of cosy windows and doorways, bringing miniature magic to any surface.",https://www.homeandverse.co.uk/?product=89808,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89808.jpg",in_stock,12.95 GBP,Räder,4045289898081,new,Home & Garden > Home Decor > Lighting,0.5 kg
89807,Rader LED Mini light house medium 4.5x4.5x5.5cm | Räder,"Räder's medium mini house measures 5.5cm tall with a neat 4.5cm footprint, making it a versatile addition to shelves and tablescapes. Fine German porcelain glows with soft LED light, creating pockets of atmospheric warmth wherever it sits.",https://www.homeandverse.co.uk/?product=89807,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89807.jpg",in_stock,9.95 GBP,Räder,4045289898074,new,Home & Garden > Home Decor > Lighting,0.5 kg
89806,Rader LED Mini light house small 4.5x4.5x4.5cm | Räder,"Compact yet captivating, this 4.5cm cube-shaped porcelain house from Räder punches above its tiny weight in charm. Soft LED illumination brings intricate details to life, offering a pocket-sized piece of German-designed magic.",https://www.homeandverse.co.uk/?product=89806,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89806.jpg",in_stock,9.95 GBP,Räder,4045289898067,new,Home & Garden > Home Decor > Lighting,0.5 kg
18050,"Rader LED ship 12,5x8x7,5cm | Räder","Nautical dreams set sail with this 12.5cm porcelain LED ship from Räder, its delicate form glowing with gentle inner light. German-crafted with poetic attention to detail, this 8cm wide vessel brings maritime romance and soft ambience to coastal and contemporary interiors alike.",https://www.homeandverse.co.uk/?product=18050,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/18050.jpg",in_stock,13.95 GBP,Räder,4045289180506,new,Home & Garden > Home Decor > Home Décor,0.5 kg
92507,Rader LED Small House You are my Light 5x5x11cm | Räder,"A heartfelt declaration crafted in fine German porcelain, this luminous miniature house stands 11cm tall and radiates warmth when lit from within. Place it where someone special will discover its gentle glow and tender message.",https://www.homeandverse.co.uk/?product=92507,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92507.jpg",in_stock,13.95 GBP,Räder,4045289925077,new,Home & Garden > Home Decor > Home Décor,0.5 kg
90253,Rader LED Tealights Set of 12 | Räder,"Twelve flickering LED tealights bring the warmth of candlelight without the worry, each one designed to create that coveted ambient glow. Scatter them through porcelain holders, lanterns, or floating displays for endless atmospheric possibilities.",https://www.homeandverse.co.uk/?product=90253,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90253.jpg",in_stock,285.95 GBP,Räder,,new,Home & Garden > Home Decor > Candles & Fragrance,0.5 kg
63550,Rader Letter pearl card Celebration | Räder,"A keepsake card elevated to something truly special, featuring a delicate porcelain pearl detail that transforms congratulations into a lasting treasure. Handcrafted in Germany with Räder's signature poetic touch.",https://www.homeandverse.co.uk/?product=63550,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/63550.jpg",in_stock,4.95 GBP,Räder,4045289635501,new,Home & Garden > Home Decor > Gifts,0.5 kg
63549,Rader Letter pearl card Just married | Räder,"Celebrate newlyweds with more than just words—this exquisite card features a genuine porcelain pearl detail, transforming your wedding wishes into a keepsake they'll treasure. Crafted in Germany with Räder's distinctive attention to beauty.",https://www.homeandverse.co.uk/?product=63549,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/63549.jpg",in_stock,4.95 GBP,Räder,4045289635495,new,Home & Garden > Home Decor > Gifts,0.5 kg
17742,Rader Light bag set | Räder,"Luminous paper bags designed to hold tealights and cast a warm, magical glow across your gatherings. Whether lining a pathway or gracing a dinner table, they transform ordinary moments into something memorable.",https://www.homeandverse.co.uk/?product=17742,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17742.jpg",in_stock,11.95 GBP,Räder,4045289177421,new,Home & Garden > Home Decor > Gifts,0.5 kg
15807,Rader Light Happy Birthday D.5cm H.5.5cm | Räder,"Tiny but mighty in its charm, this 5cm porcelain light celebrates birthdays with a soft, warm glow. Place a tealight inside and watch the ""Happy Birthday"" message shine through the translucent German porcelain.",https://www.homeandverse.co.uk/?product=15807,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/15807.jpg",in_stock,8.95 GBP,Räder,4045289158079,new,Home & Garden > Home Decor > Home Décor,0.5 kg
17486,Rader Light harmony D.9.8cm H.12.5cm | Räder,"Measuring 9.8cm across and 12.5cm tall, this porcelain light emanates a sense of peace and balance when lit from within. Räder's signature translucent quality transforms candlelight into a gentle, meditative glow.",https://www.homeandverse.co.uk/?product=17486,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17486.jpg",in_stock,23.95 GBP,Räder,4045289174864,new,Home & Garden > Home Decor > Home Décor,0.5 kg
17128,Rader Light holder balloons | Räder,"Whimsical porcelain balloons appear to float upward, cradling a space for your tealight to cast dancing shadows and warm light. A playful yet elegant holder that brings joy to celebrations and quiet evenings alike.",https://www.homeandverse.co.uk/?product=17128,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17128.jpg",in_stock,15.95 GBP,Räder,4045289171283,new,Home & Garden > Home Decor > Home Décor,0.5 kg
17129,Rader Light holder heart flower | Räder,"Delicate porcelain sculpted into a heart adorned with flowers, designed to hold a tealight and cast romantic, patterned light. A beautiful expression of German craftsmanship that makes love visible in light and shadow.",https://www.homeandverse.co.uk/?product=17129,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17129.jpg",in_stock,13.95 GBP,Räder,4045289171290,new,Home & Garden > Home Decor > Home Décor,0.5 kg
15111,Rader Light house birdhouse 7x7x13cm | Räder,"Charming as a country cottage, this porcelain birdhouse light stands 13cm tall and glows with welcoming warmth. The 7cm square base and intricate detailing make it a beloved piece of Räder's iconic light house collection.",https://www.homeandverse.co.uk/?product=15111,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/15111.jpg",in_stock,18.95 GBP,Räder,4045289151117,new,Home & Garden > Home Decor > Home Décor > Lighting,0.5 kg
16221,Rader Light house cat 7x7x13.5cm | Räder,"A silhouetted cat graces this 13.5cm tall porcelain light house, coming to life when candlelight glows from within. Cat lovers will adore the playful shadow cast through Räder's signature translucent porcelain.",https://www.homeandverse.co.uk/?product=16221,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/16221.jpg",in_stock,18.95 GBP,Räder,4045289162212,new,Home & Garden > Home Decor > Lighting,0.5 kg
90536,Rader Light house Chapel. large 12.5x11x22.5cm | Räder,"Architectural grandeur in miniature, this large porcelain chapel stands an impressive 22.5cm tall with graceful proportions of 12.5 by 11cm. When illuminated, its windows glow like stained glass, creating a truly atmospheric centrepiece.",https://www.homeandverse.co.uk/?product=90536,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90536.jpg",in_stock,33.95 GBP,Räder,4045289905369,new,Home & Garden > Home Decor > Lighting,0.5 kg
90535,Rader Light house Chapel. small 8x7x14cm | Räder,"Petite yet perfectly formed, this small porcelain chapel measures 8 by 7 by 14cm and glows with spiritual warmth when lit. A beautiful piece of German craftsmanship that brings contemplative beauty to any space.",https://www.homeandverse.co.uk/?product=90535,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90535.jpg",in_stock,18.95 GBP,Räder,4045289905352,new,Home & Garden > Home Decor > Lighting,0.5 kg
16779,Rader Light house dormer house 12.5x10x14.5cm | Räder,"Classic architectural details define this 14.5cm tall dormer house, with its charming roofline measuring 12.5 by 10cm. When lit from within, the windows cast a homely glow that evokes cosy evenings and shelter from the world.",https://www.homeandverse.co.uk/?product=16779,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/16779.jpg",in_stock,33.95 GBP,Räder,4045289167798,new,Home & Garden > Home Decor > Lighting,0.5 kg
17303,Rader Light house dove of peace 7.3x7.3x12cm | Räder,"A symbol of peace rendered in delicate German porcelain, this 12cm tall light house features a beautiful dove motif with a 7.3cm square base. Light a tealight within to see the peaceful design glow softly through the translucent walls.",https://www.homeandverse.co.uk/?product=17303,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17303.jpg",in_stock,18.95 GBP,Räder,4045289173034,new,Home & Garden > Home Decor > Lighting,0.5 kg
90446,Rader Light house golden chimney 8x8x10.5cm | Räder,"Topped with an elegant golden chimney, this 10.5cm tall porcelain light house adds a touch of luxury to Räder's beloved collection. The 8cm square base houses a tealight that illuminates the fine German porcelain with cosy warmth.",https://www.homeandverse.co.uk/?product=90446,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90446.jpg",in_stock,21.95 GBP,Räder,4045289904461,new,Home & Garden > Home Decor > Lighting,0.5 kg
17438,Rader Light house home is where the heart is 8x7.2x13cm | Räder,"Handcrafted in Germany from translucent porcelain, this charming light house bears the heartfelt message ""home is where the heart is."" Standing 13cm tall, it casts a warm, ethereal glow that transforms any room into a sanctuary of comfort and belonging.",https://www.homeandverse.co.uk/?product=17438,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17438.jpg",in_stock,16.95 GBP,Räder,4045289174383,new,Home & Garden > Home Decor > Lighting,0.5 kg
17302,Rader Light house peace 7.3x7.3x11.5cm | Räder,"Inscribed with a message of peace, this German porcelain light house radiates tranquillity through its translucent walls. Standing 11.5cm tall, the soft candlelit glow creates a meditative atmosphere that invites quiet moments of reflection.",https://www.homeandverse.co.uk/?product=17302,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17302.jpg",in_stock,18.95 GBP,Räder,4045289173027,new,Home & Garden > Home Decor > Lighting,0.5 kg
13140,Rader Light house Small church 9x9x18cm | Räder,"Rising gracefully to 18cm, this miniature church captures the architectural charm of a country chapel in luminous German porcelain. When lit from within, the delicate windows and spire create a reverent, atmospheric glow that enchants any setting.",https://www.homeandverse.co.uk/?product=13140,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/13140.jpg",in_stock,21.95 GBP,Räder,4045289131409,new,Home & Garden > Home Decor > Lighting,0.5 kg
92654,Rader Light House Thatched House | Räder,"Countryside charm meets German craftsmanship in this thatched cottage light house, rendered in fine translucent porcelain. Its rustic silhouette and warm inner glow evoke cosy evenings and simpler times, bringing storybook enchantment to your home.",https://www.homeandverse.co.uk/?product=92654,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92654.jpg",in_stock,42.95 GBP,Räder,4045289926548,new,Home & Garden > Home Decor > Lighting,0.5 kg
92419,Rader Light House The best journey 8.3x8.3x15cm | Räder,"Bearing an inspiring message about life's greatest journeys, this 15cm porcelain light house from Räder combines German craftsmanship with poetic sentiment. Its translucent walls transform candlelight into a gentle, guiding glow that speaks to the wanderer's heart.",https://www.homeandverse.co.uk/?product=92419,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92419.jpg",in_stock,21.95 GBP,Räder,4045289924193,new,Home & Garden > Home Decor > Lighting,0.5 kg
15112,Rader Light house treehouse 7x7x13cm | Räder,"Whimsical and enchanting, this treehouse-inspired light house captures childhood wonder in delicate German porcelain. Standing 13cm tall, it glows from within like a fairy dwelling, bringing a touch of magic to bedrooms, nurseries, or any space that celebrates imagination.",https://www.homeandverse.co.uk/?product=15112,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/15112.jpg",in_stock,18.95 GBP,Räder,4045289151124,new,Home & Garden > Home Decor > Lighting,0.5 kg
14725,Rader Light house wildflower meadow 7x7x13cm | Räder,"Wildflowers dance across the surface of this 13cm porcelain light house, their delicate silhouettes revealed when candlelight glows from within. A celebration of meadow beauty crafted by Räder's German artisans, it brings botanical poetry to your home.",https://www.homeandverse.co.uk/?product=14725,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/14725.jpg",in_stock,16.95 GBP,Räder,4045289147257,new,Home & Garden > Home Decor > Lighting,0.5 kg
15468,Rader Light house XL Diameter6.5cm Height.18cm | Räder,"Commanding attention at 18cm tall with its generous proportions, this extra-large porcelain light house makes a stunning centrepiece. German craftsmanship shines through as candlelight transforms this translucent vessel into a glowing beacon of warmth.",https://www.homeandverse.co.uk/?product=15468,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/15468.jpg",in_stock,18.95 GBP,Räder,4045289154682,new,Home & Garden > Home Decor > Lighting,0.5 kg
12958,Rader Light house- Gable house 7.5x9x20cm | Räder,"Architectural elegance defines this 20cm gable house, its distinctive roofline beautifully rendered in translucent German porcelain. When illuminated, the peaked facade and delicate details create dramatic shadows and a welcoming amber glow.",https://www.homeandverse.co.uk/?product=12958,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/12958.jpg",in_stock,23.95 GBP,Räder,4045289129581,new,Home & Garden > Home Decor > Lighting,0.5 kg
12957,Rader Light house- hipped roof 8x8x16.5cm | Räder,Classic proportions and a charming hipped roof distinguish this 16.5cm porcelain light house from Räder's German studios. Its symmetrical silhouette and luminous walls create an inviting glow that brings timeless elegance to any interior.,https://www.homeandverse.co.uk/?product=12957,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/12957.jpg",in_stock,20.95 GBP,Räder,4045289129574,new,Home & Garden > Home Decor > Lighting,0.5 kg
10846,Rader Light house. Big door | Räder,"A generous arched doorway defines the character of this German porcelain light house, suggesting welcome and warmth. When lit from within, the oversized entrance becomes a glowing portal, casting inviting light into your living space.",https://www.homeandverse.co.uk/?product=10846,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/10846.jpg",in_stock,20.95 GBP,Räder,4045289108463,new,Home & Garden > Home Decor > Lighting,0.5 kg
89023,Rader Light house. Church | Räder,"Spire reaching heavenward, this porcelain church light house captures the serenity of a village chapel in luminous German craftsmanship. Candlelight within creates a peaceful, contemplative glow that brings a sense of sanctuary to your home.",https://www.homeandverse.co.uk/?product=89023,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89023.jpg",in_stock,28.95 GBP,Räder,4045289890238,new,Home & Garden > Home Decor > Lighting,0.5 kg
88950,Rader Light house. Heart | Räder,"A heart motif adorns this tender porcelain light house, symbolising love and home in Räder's signature translucent style. When illuminated, the heart glows warmly from within, making it a meaningful gift or a romantic accent for your own sanctuary.",https://www.homeandverse.co.uk/?product=88950,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/88950.jpg",in_stock,16.95 GBP,Räder,4045289889508,new,Home & Garden > Home Decor > Lighting,0.5 kg
9479,Rader Light house. Magic light | Räder,"Pure enchantment emanates from this aptly named porcelain light house, designed to capture the very essence of magical illumination. German craftsmanship and translucent porcelain combine to create an otherworldly glow that transforms ordinary evenings.",https://www.homeandverse.co.uk/?product=9479,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/9479.jpg",in_stock,16.95 GBP,Räder,4045289094797,new,Home & Garden > Home Decor > Lighting,0.5 kg
10847,Rader Light house. Pitched roof | Räder,"Clean lines and a classic pitched roof give this German porcelain light house timeless architectural appeal. Its simple, elegant form allows the luminous quality of Räder's fine porcelain to take centre stage, casting a warm, welcoming glow.",https://www.homeandverse.co.uk/?product=10847,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/10847.jpg",in_stock,20.95 GBP,Räder,4045289108470,new,Home & Garden > Home Decor > Lighting,0.5 kg
10844,Rader Light house. Round door | Räder,"Charming and distinctive, a rounded doorway lends fairy-tale character to this German porcelain light house. The arched entrance glows invitingly when lit from within, suggesting a cosy dwelling where all are welcome.",https://www.homeandverse.co.uk/?product=10844,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/10844.jpg",in_stock,23.95 GBP,Räder,4045289108449,new,Home & Garden > Home Decor > Lighting,0.5 kg
10843,Rader Light house. Small | Räder,"Perfectly petite, this compact porcelain light house proves that magic comes in small packages. German-crafted from translucent porcelain, it tucks beautifully onto shelves and windowsills, casting a gentle, intimate glow.",https://www.homeandverse.co.uk/?product=10843,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/10843.jpg",in_stock,16.95 GBP,Räder,4045289108432,new,Home & Garden > Home Decor > Lighting,0.5 kg
10845,Rader Light house. Small window | Räder,"Intimate and understated, a small window punctuates this German porcelain light house, allowing soft candlelight to peek through. Its modest scale and refined craftsmanship make it a subtle yet enchanting addition to any vignette.",https://www.homeandverse.co.uk/?product=10845,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/10845.jpg",in_stock,20.95 GBP,Räder,4045289108456,new,Home & Garden > Home Decor > Lighting,0.5 kg
17231,Rader Light landscape flower meadow D.10cm H.8cm | Räder,"Meadow flowers sway eternally in this circular porcelain light landscape, their delicate forms illuminated from within by soft candlelight. At 10cm in diameter, this German-crafted piece captures a moment of botanical beauty in luminous, translucent porcelain.",https://www.homeandverse.co.uk/?product=17231,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17231.jpg",in_stock,23.95 GBP,Räder,4045289172310,new,Home & Garden > Home Decor > Lighting,0.5 kg
17230,Rader Light landscape moon D.10cm H.8cm | Räder,"Crafted in fine German porcelain, this enchanting moon-shaped light creates a soft, celestial glow. Measuring 10cm wide and 8cm tall, it brings a touch of poetic magic to bedside tables or quiet corners.",https://www.homeandverse.co.uk/?product=17230,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17230.jpg",in_stock,23.95 GBP,Räder,4045289172303,new,Home & Garden > Home Decor > Lighting,0.5 kg
90117,Rader Light object firs 25x7x13cm | Räder,"Silhouetted fir trees in pristine white porcelain capture the serene beauty of a winter forest. At 25x7x13cm, this sculptural light piece transforms any room into a peaceful woodland retreat when lit from within.",https://www.homeandverse.co.uk/?product=90117,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90117.jpg",in_stock,32.95 GBP,Räder,4045289901170,new,Home & Garden > Home Decor > Lighting,0.5 kg
92527,Rader Light Object Forest 25x7x13.5cm | Räder,Delicate porcelain trees create an enchanting woodland scene measuring 25x7x13.5cm. German craftsmanship brings this forest to life with a gentle inner glow that whispers of misty mornings and quiet walks.,https://www.homeandverse.co.uk/?product=92527,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92527.jpg",in_stock,56.95 GBP,Räder,4045289925275,new,Home & Garden > Home Decor > Lighting,0.5 kg
90413,Rader Light object gingerbread house heart 7x6.5x13cm | Räder,"Adorned with a sweet heart motif, this 13cm tall porcelain gingerbread house radiates festive charm. Delicate cutwork allows candlelight to dance through, creating an atmosphere of cosy Christmas magic.",https://www.homeandverse.co.uk/?product=90413,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90413.jpg",in_stock,16.95 GBP,Räder,4045289904133,new,Home & Garden > Home Decor > Christmas > Lighting,0.5 kg
89874,Rader Light object hills 25x7x13.5cm | Räder,"Rolling hills sculpted in translucent porcelain stretch across 25cm, creating a serene landscape that glows from within. Räder's poetic design transforms simple candlelight into a dreamlike panorama.",https://www.homeandverse.co.uk/?product=89874,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89874.jpg",in_stock,32.95 GBP,Räder,4045289898746,new,Home & Garden > Home Decor > Lighting,0.5 kg
89873,Rader Light Object House | Räder,"Räder's iconic porcelain house captures the essence of home in its purest form. Candlelight glows warmly through windows and doorways, creating an intimate atmosphere that speaks of comfort and belonging.",https://www.homeandverse.co.uk/?product=89873,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89873.jpg",in_stock,13.95 GBP,Räder,,new,Home & Garden > Home Decor > Lighting,0.5 kg
90041,Rader Light object nativity set 45x9.5cm | Räder,"Spanning an impressive 45cm, this luminous nativity set tells the Christmas story through exquisite porcelain silhouettes. Each figure glows with ethereal light, creating a centrepiece of profound beauty and meaning.",https://www.homeandverse.co.uk/?product=90041,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90041.jpg",in_stock,114.95 GBP,Räder,4045289900418,new,Home & Garden > Home Decor > Christmas > Lighting,0.5 kg
89875,Rader Light object village 25x7x16.5cm | Räder,"A picturesque village stretching 25cm wide, handcrafted in Räder's signature luminous porcelain. Standing 16.5cm tall, the illuminated scene evokes the warmth of community and the magic of homecoming.",https://www.homeandverse.co.uk/?product=89875,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/89875.jpg",in_stock,32.95 GBP,Räder,4045289898753,new,Home & Garden > Home Decor > Lighting,0.5 kg
